Load,Temp (C),DSin,DCos,YSin,YCos
1126,-0.1,-1.194606584260672e-12,1.0,0.8562428142928764,0.5165735600781508
1062,-1.3,0.25881904509626885,0.9659258262907435,0.8566128651272046,0.5159596876680984
1038,-3.0,0.5000000000024263,0.8660254037830378,0.8569824758535973,0.515345550169824
1032,-4.2,0.7071067811847965,0.7071067811882985,0.8573516462821277,0.514731147898906
1037,-5.0,0.8660254037805616,0.5000000000067153,0.8577203762231392,0.5141164811709857
1062,-4.8,0.9659258262894617,0.25881904510105264,0.8580886654871869,0.5135015503018648
1110,-4.5,1.0,3.757950735855191e-12,0.8584565138850523,0.5128863556074806
1248,-4.8,0.9659258262914069,-0.25881904509379283,0.8588239212277432,0.512270897403906
1368,-2.4,0.8660254037843195,-0.5000000000002063,0.8591908873264943,0.5116551760073491
1395,1.3,0.7071067811901111,-0.707106781182984,0.8595574119927814,0.511039191734129
1392,2.7,0.5000000000089352,-0.86602540377928,0.8599234950382635,0.5104229449007731
1365,4.3,0.25881904510352866,-0.9659258262887982,0.86028913627487,0.5098064358238705
1333,5.8,6.32129488744971e-12,-1.0,0.860654335514743,0.5091896648201691
1296,8.6,-0.2588190451053729,-0.965925826288304,0.8610190925702514,0.5085726322065519
1220,6.5,-0.4999999999979864,-0.8660254037856012,0.8613834072539917,0.5079553383000359
1205,7.0,-0.7071067811811714,-0.7071067811919236,0.8617472793787871,0.5073377834177725
1237,6.8,-0.8660254037852742,-0.4999999999985528,0.8621107087577031,0.5067199678770226
1315,5.9,-0.9659258262881348,-0.2588190451060046,0.8624736952039892,0.5061018919952547
1447,4.5,-1.0,-8.884639039044229e-12,0.8628362385311656,0.5054835560899974
1560,3.8,-0.9659258262889675,0.2588190451028969,0.863198338552966,0.5048649604789374
1534,3.6,-0.8660254037868829,0.4999999999957665,0.8635599950833518,0.5042461054798949
1476,3.1,-0.7071067811937362,0.7071067811793589,0.8639212079365123,0.5036269914108233
1366,2.8,-0.5000000000007727,0.8660254037839925,0.8642819769268644,0.5030076185898094
1225,2.5,-0.25881904510848064,0.9659258262874714,0.8646423018690677,0.5023879873350477
1116,2.1,-1.1447983190638747e-11,1.0,0.8650021825779669,0.5017680979649399
1045,1.8,0.2588190451004209,0.965925826289631,0.8653616188686781,0.5011479507979462
1006,2.1,0.49999999999354655,0.8660254037881645,0.865720610556531,0.5005275461526839
993,1.9,0.7071067811878361,0.707106781185259,0.8660791574570842,0.4999068843479026
991,1.8,0.8660254037827109,0.5000000000029926,0.8664372593861243,0.4992859657024841
1011,2.0,0.9659258262868079,0.25881904511095666,0.8667949161596668,0.49866479053544205
1080,1.8,1.0,-5.405878861335858e-13,0.8671521275939701,0.49804335916589737
1234,2.0,0.9659258262902943,-0.2588190450979449,0.8675088935054789,0.4974216719131763
1339,2.7,0.8660254037894463,-0.4999999999913266,0.8678652137109093,0.4967997290966629
1340,3.6,0.7071067811870716,-0.7071067811860235,0.8682210880271921,0.4961775310358971
1366,5.1,0.5000000000052125,-0.8660254037814291,0.8685765162714875,0.4955550780505498
1362,5.7,0.2588190451134326,-0.9659258262861444,0.8689314982611843,0.4949323704604231
1332,5.9,2.022756265460933e-12,-1.0,0.8692860338139011,0.49430940858544975
1277,8.9,-0.2588190450954689,-0.9659258262909578,0.8696401227474999,0.49368619274566855
1260,8.2,-0.5000000000017091,-0.8660254037834519,0.8699937648800296,0.4930627232613228
1252,7.6,-0.707106781184211,-0.7071067811888841,0.8703469600298113,0.49243900045271205
1310,6.7,-0.8660254037801475,-0.5000000000074325,0.8706997080153813,0.4918150246402907
1397,6.5,-0.9659258262892473,-0.25881904510185255,0.8710520086555059,0.4911907961446432
1505,6.0,-1.0,-4.586100417055452e-12,0.8714038617691812,0.49056631528648376
1547,5.6,-0.9659258262916213,0.2588190450929929,0.871755267175633,0.4899415823866562
1513,5.4,-0.8660254037847336,0.49999999999948913,0.8721062246943314,0.48931659776610914
1453,4.8,-0.7071067811906967,0.7071067811823983,0.8724567341449346,0.4886913617459948
1353,4.4,-0.5000000000096524,0.8660254037788658,0.8728067953473729,0.4880658746475204
1227,4.0,-0.25881904510432857,0.9659258262885839,0.8731564081217928,0.48744013679204656
1133,3.6,-7.1494445686499704e-12,1.0,0.8735055722885715,0.48681414850106314
1072,3.4,0.258819045104573,0.9659258262885184,0.8738542876683163,0.48618791009618845
1034,3.2,0.4999999999972692,0.8660254037860152,0.8742025540818654,0.4855614218991694
1010,2.8,0.7071067811805858,0.7071067811925092,0.8745503713503012,0.48493468423185626
1013,2.5,0.8660254037848601,0.49999999999927,0.8748977392948959,0.48430769741630214
1032,2.2,0.9659258262879205,0.2588190451068046,0.8752446577371933,0.48368046177461355
1104,2.0,1.0,9.71278872024449e-12,0.8755911264989549,0.48305297762904975
1221,1.9,0.9659258262891819,-0.25881904510209697,0.8759371454021729,0.4824252453019976
1381,1.9,0.866025403787297,-0.4999999999950493,0.876282714269071,0.4817972651159715
1419,1.7,0.7071067811943218,-0.7071067811787732,0.8766278329221037,0.4811690373936132
1406,1.8,0.5000000000014899,-0.8660254037835784,0.8769725011839705,0.48054056245766674
1389,1.8,0.25881904510928055,-0.965925826287257,0.8773167188775619,0.4799118406310779
1352,2.8,-2.2757823565278436e-12,-1.0,0.8776604858260401,0.47928287223684446
1309,3.0,-0.25881904509962095,-0.9659258262898452,0.8780038018527856,0.478653657598116
1288,3.0,-0.49999999999282935,-0.8660254037885786,0.8783466667814106,0.4780241970381684
1271,2.9,-0.7071067811872505,-0.7071067811858446,0.878689080435759,0.4773944908804041
1295,2.5,-0.8660254037822968,-0.5000000000037098,0.8790310426399066,0.4767645394483515
1368,2.1,-0.9659258262865935,-0.2588190451117566,0.8793725532181745,0.47613434306564023
1479,1.8,-1.0,-2.8756179506667515e-13,0.8797136119950755,0.4755039020561006
1543,1.8,-0.9659258262905087,0.258819045097145,0.8800542187953949,0.4748732167436137
1527,1.3,-0.8660254037898603,0.49999999999060946,0.880394373444137,0.4742422874522111
1468,0.9,-0.7071067811876571,0.7071067811854379,0.8807340757665377,0.4736111145060497
1346,1.0,-0.5000000000059297,0.8660254037810151,0.8810733255880663,0.4729796982294117
1236,0.7,-0.2588190451001765,0.9659258262896965,0.8814121227344237,0.4723480389467042
1126,0.6,-2.850905946661194e-12,1.0,0.8817504670315574,0.47171613698243403
1063,0.7,0.25881904509466896,0.9659258262911722,0.8820883583056068,0.47108399266130807
1032,0.7,0.5000000000009919,0.8660254037838659,0.8824257963829848,0.47045160630808247
1025,0.3,0.7071067811836254,0.7071067811894697,0.8827627810903234,0.4698189782476627
1012,0.5,0.8660254037797335,0.5000000000081497,0.8830993122544876,0.4691861088050785
1021,1.0,0.965925826289033,0.2588190451026525,0.8834353897025755,0.46855299830548364
1085,1.0,1.0,5.414250098255713e-12,0.8837710132619182,0.4679196470741556
1236,0.7,0.9659258262918357,-0.258819045092193,0.8841061827600933,0.46728605543647067
