Load,Temp (C),DSin,DCos,YSin,YCos
1158,24.0,-0.8660254037806013,-0.5000000000066466,0.4356007737294847,-0.9001399701859008
1206,23.7,-0.9659258262894822,-0.258819045100976,0.43495545741527625,-0.900451969882163
1206,23.4,-1.0,-3.67855772239352e-12,0.4343099176310026,-0.900763506946941
1210,22.4,-0.9659258262913863,0.25881904509386955,0.43366415470830155,-0.9010745812201864
1206,20.2,-0.8660254037842798,0.5000000000002751,0.4330181689789513,-0.9013851925420765
1224,17.5,-0.7071067811900549,0.7071067811830402,0.43237196077484435,-0.9016953407530265
1144,17.5,-0.5000000000088665,0.8660254037793196,0.4317255304279876,-0.9020050256936891
1037,17.0,-0.25881904510345194,0.9659258262888187,0.4310788782705021,-0.9023142472049556
966,16.2,-6.241901873988039e-12,1.0,0.43043200463459713,-0.9026230051279671
913,14.8,0.25881904509139353,0.9659258262920498,0.4297849098526728,-0.9029312993040666
891,12.8,0.49999999999805517,0.8660254037855615,0.42913759425716586,-0.9032391295748718
871,11.4,0.7071067811812276,0.7071067811918675,0.4284900581806521,-0.9035464957822267
871,11.3,0.8660254037853139,0.49999999999848405,0.4278423019558206,-0.9038533977682135
869,12.4,0.9659258262881554,0.25881904510592796,0.42719432591547374,-0.9041598353751531
868,13.9,1.0,8.805246025582558e-12,0.4265461303925265,-0.904465808445605
961,14.2,0.965925826288947,-0.2588190451029736,0.4258977157199812,-0.9047713168223792
1085,15.5,0.8660254037868432,-0.4999999999958352,0.4252490822310297,-0.9050763603484885
1210,17.2,0.7071067811936801,-0.707106781179415,0.42460023025889926,-0.9053809388672205
1240,17.9,0.500000000000704,-0.8660254037840323,0.4239511601369551,-0.90568505222209
1251,18.8,0.258819045108404,-0.9659258262874919,0.4233018721986745,-0.9059887002568504
1248,19.6,1.1368590177177076e-11,-1.0,0.42265236677764656,-0.9062918828154943
1232,20.4,-0.2588190451004976,-0.9659258262896104,0.4220026442075723,-0.9065945997422536
1181,21.0,-0.49999999999361533,-0.8660254037881249,0.42135270482223836,-0.9068968508816114
1143,21.3,-0.7071067811878922,-0.7071067811852029,0.42070254895562015,-0.9071986360782538
1201,20.5,-0.8660254037827505,-0.5000000000029239,0.4200521769417271,-0.9074999551771427
1229,20.2,-0.9659258262868284,-0.25881904511087994,0.41940158911470526,-0.9078008080234672
1220,20.5,-1.0,6.199808995952564e-13,0.4187507858088117,-0.9081011944626561
1239,19.3,-0.9659258262902738,0.2588190450980216,0.41809976735841414,-0.9084011143403777
